crisis,momento,CABA,Partidos del GBA,brecha_pp
Crisis 2009,Antes,0.06613927176709689,0.19690256331831413,13.076329155121725
Crisis 2009,Después,0.049535072129070004,0.1417744417763694,9.223936964729939
Crisis 2020,Antes,0.0793306284052334,0.28598122338848897,20.665059498325554
Crisis 2020,Después,0.11099250299613922,0.34754219172521034,23.654968872907112
